contestId,index,name,type,tags,rating,points,solvedCount
1991,B,AND Reconstruction,PROGRAMMING,"['bitmasks', 'constructive algorithms', 'greedy']",1100.0,500.0,18410
1991,A,Maximize the Last Element,PROGRAMMING,"['greedy', 'implementation']",800.0,250.0,23958
1990,F,Polygonal Segments,PROGRAMMING,"['brute force', 'data structures', 'divide and conquer', 'dp', 'greedy', 'two pointers']",2800.0,3000.0,399
1990,E2,Catch the Mole(Hard Version),PROGRAMMING,"['binary search', 'data structures', 'dfs and similar', 'divide and conquer', 'interactive', 'trees']",2600.0,750.0,1022
1990,E1,Catch the Mole(Easy Version),PROGRAMMING,"['binary search', 'data structures', 'dfs and similar', 'interactive', 'trees']",2500.0,2000.0,1088
1990,D,Grid Puzzle,PROGRAMMING,"['bitmasks', 'brute force', 'dp', 'greedy', 'implementation']",1800.0,1750.0,7449
1990,C,Mad MAD Sum,PROGRAMMING,"['brute force', 'greedy', 'math']",1500.0,1500.0,13937
1990,B,Array Craft,PROGRAMMING,"['constructive algorithms', 'greedy']",1200.0,1000.0,19303
1990,A,Submission Bait,PROGRAMMING,"['brute force', 'games', 'greedy', 'sortings']",900.0,500.0,26036
1989,F,Simultaneous Coloring,PROGRAMMING,"['dfs and similar', 'divide and conquer', 'graphs']",3000.0,,586
1989,E,Distance to Different,PROGRAMMING,"['combinatorics', 'dp', 'math']",2300.0,,2370
1989,D,Smithing Skill,PROGRAMMING,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'sortings', 'two pointers']",1900.0,,6816
1989,C,Two Movies,PROGRAMMING,"['greedy', 'math']",1400.0,,21538
1989,B,Substring and Subsequence,PROGRAMMING,"['brute force', 'greedy', 'strings']",1200.0,,22621
1989,A,Catch the Coin,PROGRAMMING,['implementation'],800.0,,28622
1988,F,Heartbeat,PROGRAMMING,"['combinatorics', 'dp', 'fft', 'math']",3000.0,3500.0,365
1988,E,Range Minimum Sum,PROGRAMMING,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation']",2300.0,2500.0,1710
1988,D,The Omnipotent Monster Killer,PROGRAMMING,"['brute force', 'dfs and similar', 'dp', 'trees']",2000.0,2000.0,5740
1988,C,Increasing Sequence with Fixed OR,PROGRAMMING,"['bitmasks', 'constructive algorithms', 'greedy']",1300.0,1000.0,19483
1988,B,Make Majority,PROGRAMMING,"['greedy', 'implementation']",900.0,1000.0,25657
1988,A,Split the Multiset,PROGRAMMING,"['brute force', 'greedy', 'implementation', 'math']",900.0,500.0,26186
1987,H,Fumo Temple,PROGRAMMING,['interactive'],3500.0,5000.0,131
1987,G2,Spinning Round (Hard Version),PROGRAMMING,"['divide and conquer', 'dp', 'trees']",3500.0,2000.0,211
1987,G1,Spinning Round (Easy Version),PROGRAMMING,"['divide and conquer', 'dp', 'trees']",2900.0,3000.0,318
1987,F2,Interesting Problem (Hard Version),PROGRAMMING,['dp'],2600.0,500.0,1257
1987,F1,Interesting Problem (Easy Version),PROGRAMMING,['dp'],2500.0,2000.0,1322
1987,E,Wonderful Tree!,PROGRAMMING,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'greedy', 'trees']",2000.0,1750.0,3891
1987,D,World is Mine,PROGRAMMING,"['dp', 'games']",1800.0,1500.0,8331
1987,C,Basil's Garden,PROGRAMMING,"['dp', 'greedy']",1200.0,1000.0,20078
1987,B,K-Sort,PROGRAMMING,['greedy'],1000.0,750.0,23121
1987,A,Upload More RAM,PROGRAMMING,"['greedy', 'math']",800.0,250.0,28201
1986,G2,Permutation Problem (Hard Version),PROGRAMMING,"['brute force', 'data structures', 'hashing', 'math', 'number theory']",2500.0,,1341
1986,G1,Permutation Problem (Simple Version),PROGRAMMING,"['binary search', 'brute force', 'combinatorics', 'data structures', 'math', 'number theory']",2200.0,,1816
1986,F,Non-academic Problem,PROGRAMMING,"['dfs and similar', 'graphs', 'trees']",1900.0,,5941
1986,E,Beautiful Array,PROGRAMMING,"['greedy', 'math', 'number theory', 'sortings']",1700.0,,10408
1986,D,Mathematical Problem,PROGRAMMING,"['brute force', 'dp', 'greedy', 'implementation', 'math', 'two pointers']",1400.0,,17380
1986,C,Update Queries,PROGRAMMING,"['data structures', 'greedy', 'sortings']",1100.0,,25354
1986,B,Matrix Stabilization,PROGRAMMING,"['brute force', 'data structures', 'greedy', 'sortings']",1000.0,,29337
1986,A,X Axis,PROGRAMMING,"['brute force', 'geometry', 'math', 'sortings']",800.0,,46444
1985,H2,Maximize the Largest Component (Hard Version),PROGRAMMING,"['data structures', 'dfs and similar', 'dp', 'dsu', 'implementation']",2200.0,,1801
1985,H1,Maximize the Largest Component (Easy Version),PROGRAMMING,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'implementation']",1700.0,,6842
1985,G,D-Function,PROGRAMMING,"['combinatorics', 'math', 'number theory']",1600.0,,11552
1985,F,Final Boss,PROGRAMMING,"['binary search', 'data structures']",1500.0,,18891
1985,E,Secret Box,PROGRAMMING,"['brute force', 'combinatorics', 'math']",1200.0,,22852
1985,D,Manhattan Circle,PROGRAMMING,"['implementation', 'math']",900.0,,39815
1985,C,Good Prefixes,PROGRAMMING,['greedy'],1000.0,,38291
1985,B,Maximum Multiple Sum,PROGRAMMING,"['brute force', 'math', 'number theory']",800.0,,53965
1985,A,Creating Words,PROGRAMMING,"['implementation', 'strings']",800.0,,66649
1984,H,Tower Capturing,PROGRAMMING,"['combinatorics', 'dp', 'geometry']",3300.0,5000.0,205
1984,G,Magic Trick II,PROGRAMMING,"['constructive algorithms', 'implementation', 'sortings']",3200.0,4000.0,290
1984,F,Reconstruction,PROGRAMMING,"['brute force', 'dp', 'math']",2500.0,3000.0,1106
1984,E,Shuffle,PROGRAMMING,"['dp', 'greedy', 'trees']",2400.0,3000.0,1729
1984,D,''a'' String Problem,PROGRAMMING,"['brute force', 'hashing', 'implementation', 'math', 'string suffix structures', 'strings']",2000.0,2500.0,3729
1984,C2,Magnitude (Hard Version),PROGRAMMING,"['combinatorics', 'dp', 'greedy', 'math']",1700.0,1250.0,8386
1984,C1,Magnitude (Easy Version),PROGRAMMING,"['dp', 'greedy', 'math']",1300.0,750.0,19344
1984,B,Large Addition,PROGRAMMING,"['implementation', 'math']",1100.0,750.0,20416
1984,A,Strange Splitting,PROGRAMMING,['constructive algorithms'],800.0,500.0,22530
1983,G,Your Loss,PROGRAMMING,"['bitmasks', 'brute force', 'dp', 'trees']",3000.0,3000.0,269
1983,F,array-value,PROGRAMMING,"['binary search', 'bitmasks', 'data structures', 'greedy', 'two pointers']",2500.0,2500.0,1434
1983,E,I Love Balls,PROGRAMMING,"['combinatorics', 'math', 'probabilities']",2300.0,2000.0,2355
1983,D,Swap Dilemma,PROGRAMMING,"['constructive algorithms', 'data structures', 'divide and conquer', 'greedy', 'math', 'sortings']",1700.0,1750.0,10228
1983,C,Have Your Cake and Eat It Too,PROGRAMMING,"['binary search', 'brute force', 'greedy', 'implementation']",1400.0,1250.0,14263
1983,B,Corner Twist,PROGRAMMING,"['constructive algorithms', 'greedy', 'implementation', 'math']",1200.0,1000.0,17932
1983,A,Array Divisibility,PROGRAMMING,"['constructive algorithms', 'math']",800.0,500.0,27666
1982,F,Sorting Problem Again,PROGRAMMING,"['binary search', 'data structures', 'sortings']",2600.0,3000.0,1214
1982,E,Number of k-good subarrays,PROGRAMMING,"['bitmasks', 'brute force', 'combinatorics', 'divide and conquer', 'dp', 'math', 'meet-in-the-middle']",2300.0,2500.0,1840
1982,D,Beauty of the mountains,PROGRAMMING,"['brute force', 'data structures', 'implementation', 'math', 'number theory']",1700.0,1750.0,9012
1982,C,Boring Day,PROGRAMMING,"['binary search', 'data structures', 'dp', 'greedy', 'two pointers']",1200.0,1000.0,20849
1982,B,Collatz Conjecture,PROGRAMMING,"['brute force', 'implementation', 'math', 'number theory']",1200.0,1000.0,19121
1982,A,Soccer,PROGRAMMING,"['greedy', 'implementation', 'math', 'sortings']",800.0,500.0,26965
1981,F,Turtle and Paths on a Tree,PROGRAMMING,"['data structures', 'dp', 'trees']",3000.0,3500.0,334
1981,E,Turtle and Intersected Segments,PROGRAMMING,"['data structures', 'dsu', 'graphs', 'greedy']",2600.0,2500.0,1140
1981,D,Turtle and Multiplication,PROGRAMMING,"['constructive algorithms', 'dfs and similar', 'graphs', 'number theory']",2400.0,2000.0,2012
1981,C,Turtle and an Incomplete Sequence,PROGRAMMING,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy', 'implementation', 'math']",1800.0,1500.0,6127
1981,B,Turtle and an Infinite Sequence,PROGRAMMING,"['bitmasks', 'math']",1300.0,1000.0,15802
1981,A,Turtle and Piggy Are Playing a Game,PROGRAMMING,"['brute force', 'greedy', 'math']",800.0,500.0,23854
1980,G,Yasya and the Mysterious Tree,PROGRAMMING,"['bitmasks', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'strings', 'trees']",2300.0,,1582
1980,F2,Field Division (hard version),PROGRAMMING,"['math', 'sortings']",2400.0,,1174
1980,F1,Field Division (easy version),PROGRAMMING,"['data structures', 'math', 'sortings']",1900.0,,4254
1980,E,Permutation of Rows and Columns,PROGRAMMING,"['constructive algorithms', 'data structures', 'greedy', 'hashing', 'implementation', 'math', 'matrices', 'sortings']",1600.0,,12451
1980,D,GCD-sequence,PROGRAMMING,"['greedy', 'implementation', 'math', 'number theory']",1400.0,,16676
1980,C,Sofia and the Lost Operations,PROGRAMMING,"['constructive algorithms', 'greedy']",1300.0,,21086
1980,B,Choosing Cubes,PROGRAMMING,"['sortings', 'sortings']",800.0,,37622
1980,A,Problem Generator,PROGRAMMING,['math'],800.0,,45952
1979,F,Kostyanych's Theorem,PROGRAMMING,"['brute force', 'constructive algorithms', 'graphs', 'interactive']",2900.0,3000.0,419
1979,E,Manhattan Triangle,PROGRAMMING,"['binary search', 'constructive algorithms', 'data structures', 'geometry', 'implementation', 'two pointers']",2400.0,2500.0,1737
1979,D,Fixing a Binary String,PROGRAMMING,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'greedy', 'hashing', 'strings']",1800.0,2000.0,7577
1979,C,Earning on Bets,PROGRAMMING,"['binary search', 'combinatorics', 'constructive algorithms', 'number theory']",1200.0,1500.0,21411
1979,B,XOR Sequences,PROGRAMMING,"['bitmasks', 'greedy']",1000.0,1000.0,25514
1979,A,Guess the Maximum,PROGRAMMING,"['brute force', 'greedy', 'implementation']",800.0,500.0,31138
1978,F,Large Graph,PROGRAMMING,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'number theory', 'two pointers']",2400.0,2500.0,1523
1978,E,Computing Machine,PROGRAMMING,"['brute force', 'data structures', 'dp', 'greedy', 'implementation']",2000.0,2000.0,4401
1978,D,Elections,PROGRAMMING,"['data structures', 'greedy', 'implementation', 'math']",1600.0,1500.0,13075
1978,C,Manhattan Permutations,PROGRAMMING,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math']",1300.0,1250.0,17222
1978,B,New Bakery,PROGRAMMING,"['binary search', 'greedy', 'math', 'ternary search']",800.0,750.0,24680
1978,A,Alice and Books,PROGRAMMING,"['constructive algorithms', 'greedy', 'sortings']",800.0,500.0,27874
1977,E,Tensor,PROGRAMMING,"['constructive algorithms', 'graphs', 'interactive']",2600.0,2500.0,863
1977,D,XORificator,PROGRAMMING,"['bitmasks', 'brute force', 'greedy', 'hashing']",2300.0,2000.0,2240
1977,C,Nikita and LCM,PROGRAMMING,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'number theory', 'sortings']",1900.0,1750.0,7719
1977,B,Binary Colouring,PROGRAMMING,"['bitmasks', 'constructive algorithms', 'greedy', 'math']",1100.0,1250.0,19483
1977,A,Little Nikita,PROGRAMMING,['math'],800.0,500.0,37832
1976,F,Remove Bridges,PROGRAMMING,"['data structures', 'dfs and similar', 'dp', 'greedy', 'sortings', 'trees']",2800.0,,755
1976,E,Splittable Permutations,PROGRAMMING,"['combinatorics', 'data structures', 'dfs and similar', 'greedy', 'math', 'trees']",2500.0,,1259
1976,D,Invertible Bracket Sequences,PROGRAMMING,"['binary search', 'combinatorics', 'data structures', 'divide and conquer', 'implementation', 'two pointers']",2000.0,,5539
1976,C,Job Interview,PROGRAMMING,"['binary search', 'dp', 'greedy', 'implementation', 'two pointers']",1600.0,,11953
1976,B,Increase/Decrease/Copy,PROGRAMMING,"['greedy', 'implementation']",1100.0,,24507
1976,A,Verify Password,PROGRAMMING,"['implementation', 'sortings', 'strings']",800.0,,31401
1975,I,Mind Bloom,PROGRAMMING,['dp'],3500.0,6000.0,155
1975,H,378QAQ and Core,PROGRAMMING,"['greedy', 'strings']",3500.0,4500.0,210
1975,G,Zimpha Fan Club,PROGRAMMING,"['fft', 'greedy', 'math', 'strings']",3000.0,3000.0,328
1975,F,Set,PROGRAMMING,"['bitmasks', 'brute force', 'combinatorics', 'dfs and similar', 'divide and conquer', 'dp', 'math']",2600.0,2500.0,990
1975,E,Chain Queries,PROGRAMMING,"['binary search', 'data structures', 'dfs and similar', 'implementation', 'trees']",2100.0,2000.0,2740
1975,D,Paint the Tree,PROGRAMMING,"['brute force', 'dfs and similar', 'dp', 'greedy', 'shortest paths', 'trees']",1700.0,1500.0,7151
1975,C,Chamo and Mocha's Array,PROGRAMMING,"['binary search', 'brute force', 'greedy']",1200.0,1000.0,16672
1975,B,378QAQ and Mocha's Array,PROGRAMMING,"['brute force', 'greedy', 'math', 'sortings']",1000.0,500.0,20381
1975,A,Bazoka and Mocha's Array,PROGRAMMING,"['brute force', 'greedy', 'implementation', 'sortings']",800.0,250.0,20387
1974,G,Money Buys Less Happiness Now ,PROGRAMMING,"['data structures', 'greedy', 'sortings']",2000.0,,5407
1974,F,Cutting Game,PROGRAMMING,"['binary search', 'brute force', 'data structures', 'implementation', 'sortings', 'two pointers']",1900.0,,4229
1974,E,Money Buys Happiness,PROGRAMMING,['dp'],1800.0,,10355
1974,D,Ingenuity-2,PROGRAMMING,"['constructive algorithms', 'greedy', 'implementation']",1400.0,,17154
1974,C,Beautiful Triple Pairs,PROGRAMMING,"['combinatorics', 'data structures']",1400.0,,18269
1974,B,Symmetric Encoding,PROGRAMMING,"['implementation', 'sortings', 'strings']",800.0,,33463
1974,A,Phone Desktop,PROGRAMMING,"['greedy', 'math']",800.0,,36704
1973,F,Maximum GCD Sum Queries,PROGRAMMING,"['bitmasks', 'brute force', 'dp', 'implementation', 'number theory']",3100.0,3000.0,301
1973,E,"Cat, Fox and Swaps ",PROGRAMMING,"['graphs', 'math', 'sortings']",2500.0,2250.0,950
1973,D,"Cat, Fox and Maximum Array Split",PROGRAMMING,"['brute force', 'interactive', 'math']",2400.0,2000.0,2156
1973,C,"Cat, Fox and Double Maximum",PROGRAMMING,"['constructive algorithms', 'greedy', 'implementation', 'math', 'sortings']",1700.0,1500.0,9483
1973,B,"Cat, Fox and the Lonely Array",PROGRAMMING,"['binary search', 'bitmasks', 'data structures', 'greedy', 'math', 'two pointers']",1300.0,1000.0,16196
1973,A,Chess For Three,PROGRAMMING,"['brute force', 'dp', 'implementation', 'math']",900.0,500.0,27609
1972,B,Coin Games,PROGRAMMING,['games'],900.0,750.0,24563
1972,A,Contest Proposal,PROGRAMMING,"['brute force', 'greedy', 'two pointers']",800.0,500.0,25261
1971,H,±1,PROGRAMMING,"['2-sat', 'dfs and similar', 'graphs']",2100.0,,2456
1971,G,XOUR,PROGRAMMING,"['data structures', 'dsu', 'sortings']",1700.0,,10914
1971,F,Circle Perimeter,PROGRAMMING,"['binary search', 'brute force', 'dfs and similar', 'geometry', 'implementation', 'math']",1600.0,,11922
1971,E,Find the Car,PROGRAMMING,"['binary search', 'math', 'sortings']",1500.0,,17266
1971,D,Binary Cut,PROGRAMMING,"['dp', 'greedy', 'implementation', 'sortings', 'strings']",1100.0,,29621
1971,C,Clock and Strings,PROGRAMMING,['implementation'],900.0,,39536
1971,B,Different String,PROGRAMMING,"['implementation', 'strings']",800.0,,42533
1971,A,My First Sorting Problem,PROGRAMMING,"['implementation', 'sortings']",800.0,,55666
1970,G3,Min-Fund Prison (Hard),PROGRAMMING,"['bitmasks', 'dfs and similar', 'dp', 'graphs', 'trees']",2400.0,,486
1970,G2,Min-Fund Prison (Medium),PROGRAMMING,"['brute force', 'dfs and similar', 'dp', 'graphs', 'trees']",2200.0,,818
1970,G1,Min-Fund Prison (Easy),PROGRAMMING,"['dfs and similar', 'trees']",1900.0,,1760
1970,F3,Playing Quidditch (Hard),PROGRAMMING,['implementation'],2300.0,,493
1970,F2,Playing Quidditch (Medium),PROGRAMMING,['implementation'],2300.0,,468
1970,F1,Playing Quidditch (Easy),PROGRAMMING,['implementation'],2300.0,,581
1970,E3,Trails (Hard),PROGRAMMING,"['dp', 'matrices']",2200.0,,1056
1970,E2,Trails (Medium),PROGRAMMING,"['dp', 'matrices']",2000.0,,1892
1970,E1,Trails (Easy),PROGRAMMING,['dp'],1800.0,,3164
1970,D3,Arithmancy (Hard),PROGRAMMING,['interactive'],3100.0,,151
1970,D2,Arithmancy (Medium),PROGRAMMING,"['constructive algorithms', 'interactive', 'probabilities', 'strings']",2600.0,,285
1970,D1,Arithmancy (Easy),PROGRAMMING,"['brute force', 'constructive algorithms', 'interactive', 'strings']",2100.0,,884
1970,C3,Game on Tree (Hard),PROGRAMMING,"['dfs and similar', 'dp', 'games', 'trees']",1900.0,,2196
1970,C2,Game on Tree (Medium),PROGRAMMING,"['dfs and similar', 'dp', 'games', 'trees']",1700.0,,3955
1970,C1,Game on Tree (Easy),PROGRAMMING,['games'],1400.0,,4655
1970,B3,Exact Neighbours (Hard),PROGRAMMING,['constructive algorithms'],2300.0,,670
1970,B2,Exact Neighbours (Medium),PROGRAMMING,['constructive algorithms'],2100.0,,1132
1970,B1,Exact Neighbours (Easy),PROGRAMMING,['constructive algorithms'],1900.0,,1539
1970,A3,Balanced Unshuffle (Hard),PROGRAMMING,"['constructive algorithms', 'trees']",2400.0,,618
1970,A2,Balanced Unshuffle (Medium),PROGRAMMING,"['brute force', 'constructive algorithms', 'trees']",2400.0,,563
1970,A1,Balanced Shuffle (Easy),PROGRAMMING,"['implementation', 'sortings']",1000.0,,6718
1969,F,Card Pairing,PROGRAMMING,"['dp', 'greedy', 'hashing', 'implementation']",3000.0,,378
1969,E,Unique Array,PROGRAMMING,"['binary search', 'data structures', 'divide and conquer', 'dp', 'greedy']",2400.0,,1745
1969,D,Shop Game,PROGRAMMING,"['data structures', 'greedy', 'math', 'sortings']",1900.0,,5444
1969,C,Minimizing the Sum,PROGRAMMING,"['dp', 'implementation']",1700.0,,10747
1969,B,Shifts and Sorting,PROGRAMMING,"['constructive algorithms', 'greedy']",1000.0,,21621
1969,A,Two Friends,PROGRAMMING,"['constructive algorithms', 'implementation', 'math']",800.0,,21585
1968,G2,Division + LCP (hard version),PROGRAMMING,"['binary search', 'brute force', 'data structures', 'dp', 'hashing', 'math', 'string suffix structures', 'strings']",2200.0,,2368
1968,G1,Division + LCP (easy version),PROGRAMMING,"['binary search', 'data structures', 'dp', 'hashing', 'string suffix structures', 'strings']",1900.0,,5022
1968,F,Equal XOR Segments,PROGRAMMING,"['binary search', 'data structures']",1800.0,,6578
1968,E,Cells Arrangement,PROGRAMMING,['constructive algorithms'],1600.0,,12122
1968,D,Permutation Game,PROGRAMMING,"['brute force', 'dfs and similar', 'games', 'graphs', 'greedy', 'math']",1300.0,,16885
1968,C,Assembly via Remainders,PROGRAMMING,"['constructive algorithms', 'number theory']",1000.0,,28234
1968,B,Prefiquence,PROGRAMMING,"['greedy', 'two pointers']",800.0,,30533
1968,A,Maximize?,PROGRAMMING,"['brute force', 'math', 'number theory']",800.0,,38249
1967,F,Next and Prev,PROGRAMMING,"['brute force', 'data structures', 'implementation']",3200.0,3500.0,92
1967,E2,Again Counting Arrays (Hard Version),PROGRAMMING,"['combinatorics', 'dp', 'math']",3500.0,1000.0,161
1967,E1,Again Counting Arrays (Easy Version),PROGRAMMING,"['combinatorics', 'dp', 'fft', 'math']",3100.0,1750.0,302
1967,D,Long Way to be Non-decreasing,PROGRAMMING,"['binary search', 'dfs and similar', 'graphs', 'implementation', 'shortest paths', 'two pointers']",2800.0,1750.0,912
1967,C,Fenwick Tree,PROGRAMMING,"['bitmasks', 'brute force', 'combinatorics', 'data structures', 'dp', 'math', 'trees']",2300.0,1250.0,2102
1967,B2,Reverse Card (Hard Version),PROGRAMMING,"['brute force', 'math', 'number theory']",2200.0,750.0,4626
1967,B1,Reverse Card (Easy Version),PROGRAMMING,"['brute force', 'math', 'number theory']",1400.0,500.0,15434
1967,A,Permutation Counting,PROGRAMMING,"['binary search', 'greedy', 'implementation', 'math', 'sortings']",1400.0,750.0,14426
1966,B,Rectangle Filling,PROGRAMMING,"['constructive algorithms', 'implementation']",1100.0,1000.0,16735
1966,A,Card Exchange,PROGRAMMING,"['constructive algorithms', 'games', 'greedy']",800.0,500.0,19218
1965,F,Conference,PROGRAMMING,"['data structures', 'flows']",3300.0,3500.0,258
1965,E,Connected Cubes,PROGRAMMING,"['constructive algorithms', 'games']",3100.0,2500.0,374
1965,D,Missing Subarray Sum,PROGRAMMING,['constructive algorithms'],2900.0,2000.0,516
1965,C,Folding Strip,PROGRAMMING,"['constructive algorithms', 'greedy', 'strings']",2300.0,1500.0,2258
1965,B,Missing Subsequence Sum,PROGRAMMING,"['bitmasks', 'constructive algorithms', 'greedy', 'number theory']",1800.0,1250.0,7767
1965,A,Everything Nim,PROGRAMMING,"['games', 'greedy', 'math', 'sortings']",1400.0,500.0,15906
1958,J,Necromancer,PROGRAMMING,['*special'],3200.0,,41
1958,I,Equal Trees,PROGRAMMING,"['*special', 'graphs', 'meet-in-the-middle']",3100.0,,48
1958,H,Composite Spells,PROGRAMMING,"['*special', 'dp']",2600.0,,89
1958,G,Observation Towers,PROGRAMMING,['*special'],2400.0,,121
1958,F,Narrow Paths,PROGRAMMING,"['*special', 'combinatorics']",2000.0,,232
1958,E,Yet Another Permutation Constructive,PROGRAMMING,"['*special', 'constructive algorithms']",1900.0,,316
1958,D,Staircase,PROGRAMMING,['*special'],1600.0,,668
1958,C,Firewood,PROGRAMMING,['*special'],1500.0,,919
1958,B,Clock in the Pool,PROGRAMMING,"['*special', 'math']",1400.0,,1148
1958,A,1-3-5,PROGRAMMING,"['*special', 'dp']",1100.0,,2418
1957,F2,Frequency Mismatch (Hard Version),PROGRAMMING,"['binary search', 'data structures', 'dfs and similar', 'hashing', 'probabilities', 'trees']",2700.0,1250.0,573
1957,F1,Frequency Mismatch (Easy Version),PROGRAMMING,"['binary search', 'data structures', 'divide and conquer', 'hashing', 'probabilities', 'trees']",2600.0,2250.0,622
1957,E,Carousel of Combinations,PROGRAMMING,"['brute force', 'combinatorics', 'dp', 'math', 'number theory']",2400.0,2250.0,1526
1957,D,A BIT of an Inequality,PROGRAMMING,"['bitmasks', 'brute force', 'dp', 'math']",1900.0,1750.0,5407
1957,C,How Does the Rook Move?,PROGRAMMING,"['combinatorics', 'dp', 'math']",1600.0,1500.0,11356
1957,B,A BIT of a Construction,PROGRAMMING,"['bitmasks', 'constructive algorithms', 'greedy', 'implementation']",1100.0,1000.0,19717
1957,A,Stickogon,PROGRAMMING,"['constructive algorithms', 'greedy']",800.0,500.0,25036
1956,F,Nene and the Passing Game,PROGRAMMING,"['constructive algorithms', 'data structures', 'dsu', 'graphs', 'sortings']",3000.0,2500.0,440
1956,E2,Nene vs. Monsters (Hard Version),PROGRAMMING,"['brute force', 'greedy', 'implementation', 'math']",2700.0,750.0,1063
1956,E1,Nene vs. Monsters (Easy Version),PROGRAMMING,"['brute force', 'implementation', 'math']",2500.0,1500.0,1619
1956,D,Nene and the Mex Operator,PROGRAMMING,"['bitmasks', 'brute force', 'constructive algorithms', 'divide and conquer', 'dp', 'greedy', 'implementation', 'math']",2000.0,1750.0,4536
1956,C,Nene's Magical Matrix,PROGRAMMING,"['constructive algorithms', 'greedy', 'math']",1600.0,1500.0,14646
1956,B,Nene and the Card Game,PROGRAMMING,"['games', 'greedy']",800.0,750.0,22577
1956,A,Nene's Game,PROGRAMMING,"['binary search', 'brute force', 'data structures', 'games', 'greedy']",800.0,500.0,23555
1955,H,The Most Reckless Defense,PROGRAMMING,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'flows', 'graph matchings', 'shortest paths']",2300.0,,1466
1955,G,GCD on a grid,PROGRAMMING,"['brute force', 'dfs and similar', 'dp', 'implementation', 'math', 'number theory']",1900.0,,5537
1955,F,Unfair Game,PROGRAMMING,"['dp', 'games', 'greedy', 'math', 'schedules']",1800.0,,8323
1955,E,Long Inversions,PROGRAMMING,"['brute force', 'greedy', 'implementation', 'sortings']",1700.0,,10031
1955,D,Inaccurate Subsequence Search,PROGRAMMING,"['data structures', 'two pointers']",1400.0,,17686
1955,C,Inhabitant of the Deep Sea,PROGRAMMING,"['greedy', 'implementation', 'math']",1300.0,,23791
1955,B,Progressive Square,PROGRAMMING,"['constructive algorithms', 'data structures', 'implementation', 'sortings']",1000.0,,31255
1955,A,Yogurt Sale,PROGRAMMING,['math'],800.0,,50120
1954,F,Unique Strings,PROGRAMMING,"['combinatorics', 'dp', 'math']",3100.0,,334
1954,E,Chain Reaction,PROGRAMMING,"['binary search', 'data structures', 'dsu', 'greedy', 'implementation', 'math', 'number theory']",2200.0,,2797
1954,D,Colored Balls,PROGRAMMING,"['combinatorics', 'dp', 'math', 'sortings']",1800.0,,7491
1954,C,Long Multiplication,PROGRAMMING,"['greedy', 'math', 'number theory']",1200.0,,21942
1954,B,Make It Ugly,PROGRAMMING,"['implementation', 'math']",1200.0,,20845
1954,A,Painting the Ribbon,PROGRAMMING,"['constructive algorithms', 'greedy', 'math']",900.0,,26615
1951,I,Growing Trees,PROGRAMMING,"['binary search', 'constructive algorithms', 'flows', 'graphs', 'greedy']",3200.0,4000.0,98
1951,H,Thanos Snap,PROGRAMMING,"['binary search', 'dp', 'games', 'greedy', 'trees']",3200.0,3500.0,343
1951,G,Clacking Balls,PROGRAMMING,"['combinatorics', 'math', 'probabilities']",3100.0,3250.0,408
1951,F,Inversion Composition,PROGRAMMING,"['constructive algorithms', 'data structures', 'greedy']",2500.0,2750.0,921
1951,E,No Palindromes,PROGRAMMING,"['brute force', 'constructive algorithms', 'divide and conquer', 'greedy', 'hashing', 'implementation', 'math', 'strings']",2000.0,2250.0,4263
1951,D,Buying Jewels,PROGRAMMING,"['constructive algorithms', 'greedy', 'math']",2000.0,1750.0,6056
1951,C,Ticket Hoarding,PROGRAMMING,"['greedy', 'math', 'sortings']",1400.0,1500.0,13310
1951,B,Battle Cows,PROGRAMMING,"['binary search', 'data structures', 'greedy']",1200.0,1000.0,16385
1951,A,Dual Trigger,PROGRAMMING,"['constructive algorithms', 'greedy', 'math']",900.0,500.0,21889
1950,G,Shuffling Songs,PROGRAMMING,"['bitmasks', 'dfs and similar', 'dp', 'graphs', 'hashing', 'implementation', 'strings']",1900.0,,5609
1950,F,"0, 1, 2, Tree!",PROGRAMMING,"['bitmasks', 'brute force', 'greedy', 'implementation', 'trees']",1700.0,,10807
1950,E,Nearly Shortest Repeating Substring,PROGRAMMING,"['brute force', 'implementation', 'number theory', 'strings']",1500.0,,16735
1950,D,Product of Binary Decimals,PROGRAMMING,"['brute force', 'dp', 'implementation', 'number theory']",1100.0,,25793
1950,C,Clock Conversion,PROGRAMMING,"['implementation', 'math']",800.0,,45229
1950,B,Upscaling,PROGRAMMING,['implementation'],800.0,,42805
1950,A,"Stair, Peak, or Neither?",PROGRAMMING,['implementation'],800.0,,64851
1949,K,Make Triangle,PROGRAMMING,"['constructive algorithms', 'math']",2800.0,,422
1949,J,Amanda the Amoeba,PROGRAMMING,"['graphs', 'implementation', 'trees', 'two pointers']",2600.0,,488
